REF_DATE,GEO,DGUID,Immigrant status,Labour force characteristics,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
May-21,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,66.9,,,,1
Jun-21,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.1,,,,1
Jul-21,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,67.1,,,,1
Aug-21,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,68,,,,1
Sep-21,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,68.9,,,,1
Oct-21,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,69.7,,,,1
Nov-21,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,70.7,,,,1
Dec-21,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,70.7,,,,1
Jan-22,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,70.7,,,,1
Feb-22,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,70,,,,1
Mar-22,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,70,,,,1
Apr-22,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,70.6,,,,1
May-22,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,71.2,,,,1
Jun-22,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,71.7,,,,1
Jul-22,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,72.2,,,,1
Aug-22,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,72.6,,,,1
Sep-22,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,72.7,,,,1
Oct-22,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,73.3,,,,1
Nov-22,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,73.9,,,,1
Dec-22,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,74.3,,,,1
Jan-23,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,73.9,,,,1
Feb-23,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,73.1,,,,1
Mar-23,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,72.8,,,,1
Apr-23,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,72.5,,,,1
May-23,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,72.8,,,,1
Jun-23,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,73.1,,,,1
Jul-23,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,73.2,,,,1
Aug-23,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,73.3,,,,1
Sep-23,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,72.9,,,,1
Oct-23,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,72.7,,,,1
Nov-23,Canada,2016A000011124,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035574,1.4.10.1,72.6,,,,1
Mar-06,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55,,,,1
Apr-06,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.3,,,,1
May-06,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.5,,,,1
Jun-06,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56,,,,1
Jul-06,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.3,,,,1
Aug-06,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.1,,,,1
Sep-06,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.9,,,,1
Oct-06,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.9,,,,1
Nov-06,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.1,,,,1
Dec-06,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56,,,,1
Jan-07,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.7,,,,1
Feb-07,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.8,,,,1
Mar-07,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.9,,,,1
Apr-07,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.1,,,,1
May-07,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56,,,,1
Jun-07,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.2,,,,1
Jul-07,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.2,,,,1
Aug-07,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56,,,,1
Sep-07,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.8,,,,1
Oct-07,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.9,,,,1
Nov-07,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.1,,,,1
Dec-07,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56,,,,1
Jan-08,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.6,,,,1
Feb-08,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.4,,,,1
Mar-08,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.7,,,,1
Apr-08,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56,,,,1
May-08,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.4,,,,1
Jun-08,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.4,,,,1
Jul-08,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56,,,,1
Aug-08,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.5,,,,1
Sep-08,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.1,,,,1
Oct-08,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.2,,,,1
Nov-08,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.3,,,,1
Dec-08,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.1,,,,1
Jan-09,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.5,,,,1
Feb-09,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.2,,,,1
Mar-09,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.2,,,,1
Apr-09,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.3,,,,1
May-09,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.4,,,,1
Jun-09,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.5,,,,1
Jul-09,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.6,,,,1
Aug-09,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.3,,,,1
Sep-09,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.2,,,,1
Oct-09,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.4,,,,1
Nov-09,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.5,,,,1
Dec-09,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.4,,,,1
Jan-10,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,53.9,,,,1
Feb-10,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,53.9,,,,1
Mar-10,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54,,,,1
Apr-10,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.1,,,,1
May-10,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.4,,,,1
Jun-10,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.7,,,,1
Jul-10,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.8,,,,1
Aug-10,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.9,,,,1
Sep-10,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55,,,,1
Oct-10,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.2,,,,1
Nov-10,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.9,,,,1
Dec-10,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.4,,,,1
Jan-11,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.1,,,,1
Feb-11,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54,,,,1
Mar-11,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,53.9,,,,1
Apr-11,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.1,,,,1
May-11,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.6,,,,1
Jun-11,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.2,,,,1
Jul-11,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.4,,,,1
Aug-11,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.2,,,,1
Sep-11,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.9,,,,1
Oct-11,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.9,,,,1
Nov-11,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.9,,,,1
Dec-11,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.8,,,,1
Jan-12,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.6,,,,1
Feb-12,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.5,,,,1
Mar-12,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.6,,,,1
Apr-12,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.1,,,,1
May-12,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.6,,,,1
Jun-12,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.9,,,,1
